order_id,user_id,order_product_id,order_date,is_discounted,is_canceled
C000379,A0804,B009,2022-09-27,0,0
C000380,A0652,B009,2022-06-10,0,0
C000381,A0631,B037,2022-01-21,0,0
C000382,A0316,B032,2022-04-09,0,0
C000383,A0225,B026,2022-08-14,0,0
C000384,A0946,B018,2022-06-09,0,0
C000385,A0788,B029,2022-06-06,0,0
C000386,A0332,B040,2022-01-25,0,0
C000387,A0776,B040,2022-10-05,0,0
C000388,A0408,B034,2022-03-25,0,0
C000389,A0422,B007,2022-07-31,0,0
C000390,A0935,B025,2022-06-19,0,0
C000391,A0571,B046,2022-03-25,0,0
C000392,A0445,B001,2022-02-12,0,0
C000393,A0246,B024,2022-05-05,0,0
C000394,A0019,B046,2022-10-23,0,0
C000395,A0571,B007,2022-08-01,0,0
C000396,A0672,B047,2022-02-04,0,0
C000397,A0965,B002,2022-02-20,0,0
C000398,A0619,B034,2022-11-02,1,0
C000399,A0179,B034,2022-10-07,0,0
C000400,A0229,B010,2022-06-11,0,0
C000401,A0009,B024,2022-03-18,0,0
C000402,A0298,B034,2022-04-25,0,0
C000403,A0918,B056,2022-05-09,0,0
C000404,A0674,B050,2022-07-10,0,0
C000405,A0205,B011,2022-11-03,0,0
C000406,A0615,B048,2022-03-19,0,0
C000407,A0970,B041,2022-09-18,0,0
C000408,A0549,B028,2022-01-02,0,0
C000409,A0818,B019,2022-02-18,0,0
C000410,A0376,B036,2022-03-05,0,0
C000411,A0009,B026,2022-06-12,0,0
C000412,A0455,B033,2022-08-06,0,0
C000413,A0858,B018,2022-01-09,0,0
C000414,A0983,B059,2022-01-02,0,0
C000415,A0464,B034,2022-04-28,0,0
C000416,A0163,B004,2022-12-26,0,0
C000417,A0918,B039,2022-07-21,0,0
C000418,A0079,B005,2022-11-04,0,0
C000419,A0870,B014,2022-09-14,0,0
C000420,A0994,B039,2022-07-22,0,0
C000421,A0475,B054,2022-06-01,0,0
C000422,A0468,B035,2022-10-15,0,0
C000423,A0623,B023,2022-01-03,0,0
C000424,A0337,B010,2022-10-24,0,0
C000425,A0454,B004,2022-09-17,0,0
C000426,A0879,B037,2022-11-21,0,0
C000427,A0682,B030,2022-07-11,0,0
C000428,A0363,B023,2022-06-25,0,0
C000429,A0635,B023,2022-10-05,0,0
C000430,A0928,B018,2022-05-30,0,0
C000431,A0152,B039,2022-08-01,0,0
C000432,A0934,B039,2022-03-02,0,0
C000433,A0315,B022,2022-12-21,0,0
C000434,A0002,B036,2022-11-19,0,0
C000435,A0386,B020,2022-02-06,0,0
C000436,A0738,B033,2022-03-30,0,0
C000437,A0928,B031,2022-02-02,0,0
C000438,A0142,B035,2022-08-15,0,0
C000439,A0326,B018,2022-04-12,0,0
C000440,A0148,B023,2022-04-02,0,0
C000441,A0540,B039,2022-08-13,0,0
C000442,A0477,B026,2022-05-06,0,0
C000443,A0841,B025,2022-01-05,0,0
C000444,A0946,B051,2022-12-21,0,0
C000445,A0638,B022,2022-03-16,0,0
C000446,A0225,B019,2022-06-11,0,0
C000447,A0063,B036,2022-06-19,0,0
C000448,A0473,B025,2022-10-14,0,0
C000449,A0770,B039,2022-05-23,0,0
C000450,A0665,B026,2022-01-02,0,0
C000451,A0937,B021,2022-01-24,0,0
C000452,A0370,B057,2022-05-05,0,0
C000453,A0672,B035,2022-05-25,0,0
C000454,A0669,B039,2022-03-03,0,0
C000455,A0646,B055,2022-02-22,0,0
C000456,A0125,B021,2022-10-20,0,0
C000457,A0364,B046,2022-06-24,0,0
C000458,A0935,B056,2022-09-07,0,0
C000459,A0238,B002,2022-05-04,0,0
C000460,A0666,B008,2022-08-12,0,0
C000461,A0237,B024,2022-11-17,0,0
C000462,A0494,B054,2022-01-22,0,0
C000463,A0530,B007,2022-01-15,0,0
C000464,A0494,B033,2022-09-21,0,0
C000465,A0083,B027,2022-11-30,0,0
C000466,A0290,B013,2022-05-06,0,0
C000467,A0530,B057,2022-12-26,0,0
C000468,A0326,B018,2022-04-26,0,0
C000469,A0498,B060,2022-06-28,0,0
C000470,A0765,B014,2022-12-17,0,0
C000471,A0498,B034,2022-02-07,0,0
C000472,A0971,B013,2022-11-06,0,0
C000473,A0734,B015,2022-02-07,1,0
C000474,A0152,B006,2022-07-05,0,0
C000475,A0970,B024,2022-12-18,0,0
C000476,A0735,B018,2022-09-09,0,0
C000477,A0401,B046,2022-03-05,0,0
C000478,A0376,B058,2022-05-26,0,0
C000479,A0571,B056,2022-02-05,0,0
C000480,A0662,B008,2022-01-02,0,0
C000481,A0770,B028,2022-06-21,0,0
C000482,A0674,B025,2022-01-24,0,0
C000483,A0674,B019,2022-10-22,0,0
C000484,A0774,B038,2022-11-21,0,0
C000485,A0735,B023,2022-12-26,0,0
C000486,A0468,B005,2022-02-25,0,0
C000487,A0174,B006,2022-02-16,0,0
C000488,A0700,B035,2022-07-27,0,0
C000489,A0422,B058,2022-02-18,0,0
C000490,A0857,B031,2022-04-22,0,0
C000491,A0382,B023,2022-12-13,0,0
C000492,A0628,B033,2022-03-11,0,0
C000493,A0553,B060,2022-06-28,0,0
C000494,A0237,B004,2022-07-13,0,0
C000495,A0965,B034,2022-04-17,0,0
C000496,A0832,B044,2022-03-21,0,0
C000497,A0735,B031,2022-07-13,0,0
C000498,A0173,B034,2022-12-06,0,0
C000499,A0161,B032,2022-05-04,0,0
C000500,A0493,B033,2022-05-17,0,0
C000501,A0802,B060,2022-03-01,0,0
C000502,A0222,B014,2022-05-13,0,0
C000503,A0674,B011,2022-02-22,0,0
C000504,A0698,B033,2022-10-20,0,0
C000505,A0386,B006,2022-01-25,1,0
C000506,A0393,B056,2022-08-11,0,0
C000507,A0169,B041,2022-11-24,0,0
C000508,A0631,B026,2022-02-03,0,0
C000509,A0025,B022,2022-08-06,0,0
C000510,A0724,B037,2022-12-10,0,0
C000511,A0482,B005,2022-12-20,0,0
C000512,A0919,B032,2022-12-01,0,0
C000513,A0374,B039,2022-05-13,0,0
C000514,A0607,B013,2022-09-05,0,0
C000515,A0818,B034,2022-04-26,0,0
C000516,A0337,B039,2022-01-26,0,0
C000517,A0368,B048,2022-04-19,0,0
C000518,A0619,B001,2022-03-29,0,0
C000519,A0721,B015,2022-08-10,0,0
C000520,A0939,B057,2022-06-05,0,0
C000521,A0390,B001,2022-03-25,0,0
C000522,A0342,B032,2022-01-10,0,0
C000523,A0394,B001,2022-08-01,0,0
C000524,A0529,B029,2022-01-26,0,0
C000525,A0261,B033,2022-09-12,0,0
C000526,A0739,B034,2022-10-25,0,0
C000527,A0512,B008,2022-08-06,0,0
C000528,A0627,B020,2022-12-12,0,0
C000529,A0084,B038,2022-12-04,0,0
C000530,A0575,B017,2022-11-09,0,0
C000531,A0832,B056,2022-09-13,0,0
C000532,A0302,B039,2022-11-06,0,0
C000533,A0802,B032,2022-10-25,0,0
C000534,A0123,B006,2022-11-13,0,0
C000535,A0578,B001,2022-05-06,0,0
C000536,A0232,B012,2022-01-25,0,0
C000537,A0712,B002,2022-06-08,1,0
C000538,A0963,B026,2022-06-04,0,0
C000539,A0107,B003,2022-12-29,0,0
C000540,A0431,B005,2022-04-19,0,0
C000541,A0224,B033,2022-03-04,0,0
C000542,A0454,B025,2022-08-09,0,0
C000543,A0601,B006,2022-01-19,0,0
C000544,A0785,B021,2022-01-26,0,0
C000545,A0417,B021,2022-06-11,0,0
C000546,A0107,B018,2022-12-05,0,0
C000547,A0863,B033,2022-02-21,0,0
C000548,A0037,B038,2022-07-06,0,0
C000549,A0292,B037,2022-03-29,1,0
C000550,A0873,B033,2022-05-22,0,0
C000551,A0810,B024,2022-05-16,0,0
C000552,A0489,B056,2022-09-24,0,0
C000553,A0904,B021,2022-06-18,0,0
C000554,A0285,B041,2022-08-20,0,0
C000555,A0197,B019,2022-02-21,0,0
C000556,A0631,B036,2022-09-20,0,0
C000557,A0530,B046,2022-02-27,0,0
C000558,A0230,B036,2022-08-17,0,0
C000559,A0037,B051,2022-04-08,0,0
C000560,A0019,B002,2022-08-17,0,0
C000561,A0703,B056,2022-05-21,0,0
C000562,A0674,B012,2022-10-27,0,0
C000563,A0378,B029,2022-11-09,1,0
C000564,A0529,B057,2022-02-20,0,0
C000565,A0698,B018,2022-05-07,0,0
C000566,A0739,B046,2022-12-18,0,0
C000567,A0512,B018,2022-07-12,0,0
C000568,A0784,B026,2022-01-02,0,0
C000569,A0811,B036,2022-01-01,0,0
C000570,A0983,B006,2022-12-27,0,0
C000571,A0577,B002,2022-02-03,0,0
C000572,A0934,B017,2022-09-07,0,0
C000573,A0620,B016,2022-08-10,0,0
C000574,A0700,B005,2022-09-11,0,0
C000575,A0432,B003,2022-12-16,0,0
C000576,A0229,B046,2022-07-29,0,0
C000577,A0292,B055,2022-10-21,0,0
C000578,A0468,B018,2022-07-12,0,0
C000579,A0672,B024,2022-08-31,0,0
C000580,A0674,B002,2022-03-25,0,0
C000581,A0656,B032,2022-09-06,0,0
C000582,A0342,B039,2022-11-08,0,0
C000583,A0192,B017,2022-01-07,0,0
C000584,A0638,B056,2022-10-04,0,0
C000585,A0656,B051,2022-01-30,0,0
C000586,A0203,B010,2022-05-24,0,0
C000587,A0142,B031,2022-06-03,0,0
C000588,A0066,B006,2022-08-18,0,0
C000589,A0717,B039,2022-05-14,0,0
C000590,A0396,B005,2022-11-09,0,0
C000591,A0785,B032,2022-12-12,0,0
C000592,A0893,B058,2022-10-19,0,0
C000593,A0934,B040,2022-11-12,0,0
C000594,A0638,B001,2022-12-31,0,0
C000595,A0575,B024,2022-12-05,0,0
C000596,A0615,B037,2022-04-21,0,0
C000597,A0437,B022,2022-06-28,0,0
C000598,A0934,B037,2022-11-21,0,0
C000599,A0998,B041,2022-01-10,0,0
C000600,A0339,B004,2022-12-05,0,0
C000601,A0743,B059,2022-11-07,0,0
C000602,A0611,B008,2022-12-27,0,0
C000603,A0468,B020,2022-10-02,0,0
C000604,A0386,B060,2022-11-01,0,0
C000605,A0665,B020,2022-12-17,0,0
C000606,A0019,B038,2022-05-18,0,0
C000607,A0577,B024,2022-01-25,0,0
C000608,A0674,B018,2022-06-15,0,0
C000609,A0451,B004,2022-05-25,0,0
C000610,A0638,B021,2022-04-16,0,0
C000611,A0908,B020,2022-09-26,0,0
C000612,A0601,B002,2022-07-03,0,0
C000613,A0186,B035,2022-02-21,0,0
C000614,A0595,B022,2022-06-27,0,0
C000615,A0698,B036,2022-09-20,0,0
C000616,A0342,B018,2022-12-24,0,0
C000617,A0129,B044,2022-04-13,0,0
C000618,A0431,B039,2022-06-28,0,0
C000619,A0499,B022,2022-07-12,0,0
C000620,A0337,B018,2022-07-07,0,0
C000621,A0914,B012,2022-05-26,0,0
C000622,A0128,B054,2022-11-14,0,0
C000623,A0174,B016,2022-02-19,1,0
C000624,A0883,B034,2022-11-20,0,0
C000625,A0074,B024,2022-07-27,0,0
C000626,A0908,B008,2022-12-02,0,0
C000627,A0005,B002,2022-09-10,0,0
C000628,A0966,B011,2022-10-08,1,0
C000629,A0970,B046,2022-05-10,0,0
C000630,A0937,B046,2022-07-28,0,0
C000631,A0540,B001,2022-11-18,0,0
C000632,A0237,B026,2022-12-25,0,0
C000633,A0785,B032,2022-10-15,0,0
